"","종목코드","종목명","종가","대비","등락률","시장구분","업종명","시가총액","EPS","PER","선행 EPS","선행 PER","BPS","PBR","주당배당금","배당수익률"
"71","001270","부국증권",22700,100,0.44,"KOSPI","증권",235396412200,8672,2.62,NA,NA,74017,0.31,1600,7.05
"72","001275","부국증권우",20100,0,0,"KOSPI","증권",6.03e+10,NA,NA,NA,NA,NA,NA,1650,8.21
"73","001340","백광산업",4715,-35,-0.74,"KOSPI","화학",211790289005,337,13.99,NA,NA,4293,1.1,50,1.06
"74","001360","삼성제약",3880,-85,-2.14,"KOSPI","의약품",260588866520,NA,NA,NA,NA,1896,2.05,0,0
"75","001380","SG글로벌",1490,-20,-1.32,"KOSPI","운수장비",66996573070,NA,NA,NA,NA,2735,0.54,0,0
"76","001420","태원물산",5000,-40,-0.79,"KOSPI","운수장비",3.8e+10,11,454.55,NA,NA,4273,1.17,55,1.1
"77","001430","세아베스틸지주",15500,50,0.32,"KOSPI","철강금속",555862844500,5231,2.96,4019,3.86,51304,0.3,1500,9.68
"78","001440","대한전선",1835,15,0.82,"KOSPI","전기전자",2283607971515,33,55.61,NA,NA,439,4.18,0,0
"79","001460","BYC",413500,3500,0.85,"KOSPI","섬유의복",258278302500,35764,11.56,NA,NA,577324,0.72,1500,0.36
"80","001465","BYC우",153500,-2000,-1.29,"KOSPI","섬유의복",33061597500,NA,NA,NA,NA,NA,NA,1550,1.01
"81","001470","삼부토건",2165,100,4.84,"KOSPI","건설업",406312856875,59,36.69,NA,NA,1670,1.3,0,0
"82","001500","현대차증권",10350,-100,-0.96,"KOSPI","증권",328225016700,3702,2.8,NA,NA,29950,0.35,800,7.73
"83","001510","SK증권",770,-3,-0.39,"KOSPI","증권",363894431670,92,8.37,NA,NA,1446,0.53,15,1.95
"84","001515","SK증권우",3080,0,0,"KOSPI","증권",12050543120,NA,NA,NA,NA,NA,NA,20,0.65
"85","001520","동양",1185,-5,-0.42,"KOSPI","비금속광물",282840614655,81,14.63,NA,NA,4010,0.3,40,3.38
"86","001525","동양우",6310,-90,-1.41,"KOSPI","비금속광물",3897882610,NA,NA,NA,NA,NA,NA,90,1.43
"87","001527","동양2우B",12750,-150,-1.16,"KOSPI","비금속광물",3934254750,NA,NA,NA,NA,NA,NA,150,1.18
"88","001530","DI동일",19500,250,1.3,"KOSPI","유통업",498581265000,2234,8.73,NA,NA,29290,0.67,200,1.03
"89","001540","안국약품",9320,10,0.11,"KOSDAQ","제약",121555354400,344,27.09,NA,NA,12726,0.73,220,2.36
"90","001550","조비",20600,200,0.98,"KOSPI","화학",106960123400,357,57.7,NA,NA,10258,2.01,0,0
"91","001560","제일연마",9270,100,1.09,"KOSPI","비금속광물",9.27e+10,813,11.4,NA,NA,12565,0.74,270,2.91
"92","001620","케이비아이동국실업",669,-1,-0.15,"KOSPI","운수장비",58394336676,NA,NA,NA,NA,1921,0.35,0,0
"93","001630","종근당홀딩스",60900,-400,-0.65,"KOSPI","의약품",305100534900,3212,18.96,NA,NA,109358,0.56,1400,2.3
"94","001680","대상",23750,50,0.21,"KOSPI","음식료품",822890593750,4001,5.94,3405,6.97,34063,0.7,800,3.37
"95","001685","대상우",17100,-50,-0.29,"KOSPI","음식료품",23430813300,NA,NA,NA,NA,NA,NA,810,4.74
"96","001720","신영증권",57200,-200,-0.35,"KOSPI","증권",536892756400,22418,2.55,NA,NA,81242,0.7,4000,6.99
"97","001725","신영증권우",58400,700,1.21,"KOSPI","증권",411939759200,NA,NA,NA,NA,NA,NA,4050,6.93
"98","001740","SK네트웍스",4370,35,0.81,"KOSPI","유통업",1084580017390,451,9.69,374,11.7,10056,0.43,120,2.75
"99","001745","SK네트웍스우",62700,-200,-0.32,"KOSPI","유통업",7125729600,NA,NA,NA,NA,NA,NA,145,0.23
"100","001750","한양증권",11200,-50,-0.44,"KOSPI","증권",142559580800,6206,1.8,5332,2.1,32750,0.34,900,8.04
"101","001755","한양증권우",16650,-350,-2.06,"KOSPI","증권",8741250000,NA,NA,NA,NA,NA,NA,950,5.71
"102","001770","SHD",32150,-600,-1.83,"KOSPI","철강금속",39058327700,4768,6.74,NA,NA,33420,0.96,100,0.31
"103","001780","알루코",3180,-15,-0.47,"KOSPI","철강금속",285536117760,43,73.95,NA,NA,2537,1.25,0,0
"104","001790","대한제당",2975,-35,-1.16,"KOSPI","음식료품",266847325500,220,13.52,NA,NA,5313,0.56,110,3.7
"105","001795","대한제당우",2905,-25,-0.85,"KOSPI","음식료품",18832417800,NA,NA,NA,NA,NA,NA,115,3.96
"106","001800","오리온홀딩스",15000,200,1.35,"KOSPI","기타금융",939681330000,1429,10.5,NA,NA,34867,0.43,650,4.33
"107","001810","무림SP",2955,-5,-0.17,"KOSDAQ","종이·목재",65416312500,190,15.55,NA,NA,9520,0.31,25,0.85
"108","001820","삼화콘덴서",41650,-1100,-2.57,"KOSPI","전기전자",432951750000,2770,15.04,NA,NA,19654,2.12,500,1.2
"109","001840","이화공영",6410,-230,-3.46,"KOSDAQ","건설",126954921600,NA,NA,NA,NA,2308,2.78,0,0
"110","001940","KISCO홀딩스",14150,-50,-0.35,"KOSPI","철강금속",228895777000,8106,1.75,6807,2.08,68463,0.21,400,2.83
"111","002020","코오롱",25450,-150,-0.59,"KOSPI","기타금융",321342541700,10125,2.51,NA,NA,64159,0.4,550,2.16
"112","002025","코오롱우",16750,-250,-1.47,"KOSPI","기타금융",18029532500,NA,NA,NA,NA,NA,NA,600,3.58
"113","002070","비비안",1945,55,2.91,"KOSPI","섬유의복",57949310550,NA,NA,NA,NA,3466,0.56,0,0
"114","002100","경농",11700,300,2.63,"KOSPI","화학",228414127500,890,13.15,NA,NA,11888,0.98,350,2.99
